V1	V2
ILMN_1743643	ZXDC
ILMN_1771185	EME2
ILMN_1676605	ANKRD42
ILMN_1859761	
ILMN_1692026	SUV420H1
ILMN_1671183	LOC648749
ILMN_1662214	PAH
ILMN_1721415	CDYL
ILMN_1753101	VTCN1
ILMN_1910572	
ILMN_1677384	PTGER3
ILMN_1889470	
ILMN_1681154	ZBTB39
ILMN_1688861	PCDH11Y
ILMN_2124064	REL
ILMN_1766085	REL
ILMN_1787576	CLCNKA
ILMN_1840493	
ILMN_1878636	
ILMN_1772091	TAS2R49
ILMN_1793529	LOC389031
ILMN_1687440	HIPK2
ILMN_1689828	DMPK
ILMN_1662019	SNRPN
ILMN_1755502	USP2
ILMN_1756352	MAPBPIP
ILMN_1810233	UGT2B11
ILMN_2162819	UGT2B11
ILMN_2279144	PHF16
ILMN_1796583	LOC645104
ILMN_1739757	LOC650657
ILMN_1814434	ESPNP
ILMN_1675878	LOC285359
ILMN_2128623	LOC285359
ILMN_1676649	AQP4
ILMN_1747683	AQP4
ILMN_2161820	GLYATL2
ILMN_1719241	OR8B3
ILMN_1813423	NAT15
ILMN_1894484	
ILMN_1816955	
ILMN_1734964	P2RX5
ILMN_1780952	OR5AP2
ILMN_1845521	
ILMN_1672982	FLJ22269
ILMN_2164242	UBE2F
ILMN_1916335	
ILMN_1733174	LOC644677
ILMN_1804772	LOC643121
ILMN_1892080	
ILMN_1862871	
ILMN_1736408	LOC441956
ILMN_1762170	LOC441956
ILMN_1809612	C7orf45
ILMN_1751061	LOC728070
ILMN_1767168	CAMK4
ILMN_1813091	ARL1
ILMN_1711312	GPM6A
ILMN_1732612	SHB
ILMN_2133360	LOC91561
ILMN_2392274	CD82
ILMN_1852756	
ILMN_1804327	NAP1L4
ILMN_1672830	LOC642082
ILMN_1897149	
ILMN_1915401	
ILMN_1738491	SNX30
ILMN_1758128	CYGB
ILMN_1843302	
ILMN_1733094	STEAP1
ILMN_2244631	STEAP1
ILMN_1657857	TMEM14C
ILMN_2175131	TMEM14C
ILMN_1874172	
ILMN_1843975	
ILMN_1858507	
ILMN_1858654	
ILMN_1903909	
ILMN_1688642	LAMC3
ILMN_1812616	MYO1C
ILMN_1744220	KLF17
ILMN_2396813	C19orf62
ILMN_1806937	C19orf62
ILMN_2399523	JAG2
ILMN_2394902	ACCN4
ILMN_2394897	ACCN4
ILMN_2287535	ACCN4
ILMN_1683204	GMEB2
ILMN_2296037	PTPN2
ILMN_2296036	PTPN2
ILMN_2362346	TRPV4
ILMN_1751963	ZCWPW1
ILMN_1756525	KLHL20
ILMN_1779795	LOC650159
ILMN_1809364	NTF3
ILMN_1678544	KIAA0947
ILMN_1709247	PPP2R1B
ILMN_1795474	LOC644131
ILMN_1864545	
ILMN_1790460	ZNF574
ILMN_1679116	LOC652448
ILMN_1703832	AWAT2
ILMN_1795701	LOC649878
ILMN_1789283	PPP2R5C
ILMN_2364971	PPP2R5C
ILMN_2228196	C6orf170
ILMN_1692865	VPS37D
ILMN_1723846	FAM119B
ILMN_1670317	FLJ23172
ILMN_2211583	KIAA1279
ILMN_1726575	CHODL
ILMN_2044471	NCR3
ILMN_1884366	
ILMN_1687171	CLTA
ILMN_1695420	CLTA
ILMN_1906727	
ILMN_1871688	
ILMN_2067980	NKAP
ILMN_1675359	NKAP
ILMN_1693004	C20orf117
ILMN_1687073	C20orf117
ILMN_1846251	
ILMN_1730363	STAU1
ILMN_1783959	LOC441709
ILMN_1864618	
ILMN_1671565	RNASET2
ILMN_1709583	LOC644019
ILMN_1694413	LOC646746
ILMN_1703529	LOC646746
ILMN_1903082	
ILMN_1847638	
ILMN_1758272	MYPN
ILMN_1661904	LOC732393
ILMN_1782384	LOC732393
ILMN_1700516	LOC732393
ILMN_1766270	OR51M1
ILMN_1665895	LOC653160
ILMN_1656553	LOC653160
ILMN_1850960	
ILMN_1859209	
ILMN_1909118	
ILMN_1894379	
ILMN_1911316	
ILMN_1698666	CST6
ILMN_1705743	FLJ10357
ILMN_1764087	SYPL1
ILMN_1686380	SYPL1
ILMN_1715390	GPR111
ILMN_1696031	C15orf21
ILMN_2372241	C15orf21
ILMN_1660151	LOC648415
ILMN_1830974	
ILMN_1682491	PRDM15
ILMN_1706805	TRPM5
ILMN_1806703	LOC643037
ILMN_2354191	CD8B
ILMN_1748601	CD8B
ILMN_1830367	
ILMN_1750180	HIST1H2BB
ILMN_1893852	
ILMN_1888498	
ILMN_1870954	
ILMN_1656625	RPS24
ILMN_1685189	LOC646134
ILMN_1896455	
ILMN_1674838	ZAP70
ILMN_1810274	HOXB2
ILMN_1710326	CLDND1
ILMN_2352563	CLDND1
ILMN_1653927	SNORD83A
ILMN_1738883	RNF135
ILMN_1738742	PLAT
ILMN_1871689	
ILMN_2402674	DPM3
ILMN_1665520	MMP23A
ILMN_1877518	
ILMN_1909702	
ILMN_2409078	SNHG10
ILMN_1719518	ARF4
ILMN_1723884	ARF4
ILMN_1699331	IFIT1
ILMN_1848850	
ILMN_1841997	
ILMN_1916071	
ILMN_1749044	PVRL4
ILMN_1661170	NDUFB8
ILMN_1902563	
ILMN_1696403	LOC645287
ILMN_1713764	LOC440928
ILMN_2101930	POLG
ILMN_1833680	
ILMN_1842426	
ILMN_1732696	SSX6
ILMN_1808907	HIST1H2BN
ILMN_1769282	FRMD6
ILMN_2395856	TMEM218
ILMN_1815412	TMEM218
ILMN_1750234	PRSS2
ILMN_1859435	
ILMN_1876725	
ILMN_1883386	
ILMN_1848659	
ILMN_1899014	
ILMN_1727017	SFTPB
ILMN_1782385	POLR2A
ILMN_1715497	LOC645627
ILMN_1664492	CES1
ILMN_1828717	
ILMN_1657860	C1orf151
ILMN_1853157	
ILMN_1746924	ZNF610
ILMN_1798395	PIGH
ILMN_1818379	
ILMN_1697095	SUZ12P
ILMN_1873464	
ILMN_1701497	CD5L
ILMN_1914915	
ILMN_1719870	FAM72D
ILMN_1674759	LPCAT4
ILMN_2140799	FAM24B
ILMN_1808071	KIF14
ILMN_2412141	TAAR2
ILMN_1714386	CCNB1IP1
ILMN_1775658	PRNT
ILMN_1731718	POLR3H
ILMN_1678555	LOC642859
ILMN_1848729	
ILMN_1703538	AIF1
ILMN_1683897	MGAM
ILMN_1781996	NUDT16
ILMN_1848595	
ILMN_1797204	WDR64
ILMN_1724437	GCAT
ILMN_1683798	LOC404266
ILMN_1717154	AQR
ILMN_1770247	HOXA10
ILMN_1876858	
ILMN_1712352	DOCK3
ILMN_1914165	
ILMN_1699610	CCT6B
ILMN_1705384	PPFIBP1
ILMN_1797375	KLF12
ILMN_1662839	PLEKHA1
ILMN_1907229	
ILMN_1817868	
ILMN_1881290	
ILMN_1881923	
ILMN_1907215	
ILMN_1657682	GFM1
ILMN_1897285	
ILMN_1801068	DACT1
ILMN_1834241	
ILMN_1737681	NEK10
ILMN_1871561	
ILMN_1826057	
ILMN_1709772	SNX5
ILMN_1897133	
ILMN_1864596	
ILMN_1727156	ARSI
ILMN_1671651	LOC91661
ILMN_1722239	TIMM8A
ILMN_2413318	C15orf57
ILMN_1785644	C20orf29
ILMN_2078592	C6orf105
ILMN_1767932	LOC643594
ILMN_1869704	
ILMN_1808501	SH3KBP1
ILMN_1810782	SH3KBP1
ILMN_1712705	RAB40C
ILMN_1753805	PRKD2
ILMN_2144295	LOC389827
ILMN_1661514	LOC389827
ILMN_1680740	HOXA1
ILMN_1724181	IL15
ILMN_1914643	
ILMN_1821004	
ILMN_1700998	LOC645416
ILMN_1703285	LOC652856
ILMN_1852522	
ILMN_1773991	LOC647089
ILMN_1846604	
ILMN_1665823	LOC389787
ILMN_1694136	LOC649144
ILMN_1673522	MOCOS
ILMN_1865603	
ILMN_1712407	TMC3
ILMN_1689296	ARMC10
ILMN_1864811	
ILMN_1891593	
ILMN_1908179	
ILMN_1777562	HAS2
ILMN_1788362	LOC652288
ILMN_2305225	NDRG4
ILMN_1817821	
ILMN_1775990	LOC645261
ILMN_1879059	
ILMN_1904953	
ILMN_1867463	
ILMN_1710027	PNMT
ILMN_2123119	MFSD8
ILMN_1789955	PNRC1
ILMN_2312340	LILRB2
ILMN_1695744	LILRB2
ILMN_1741801	CDC7
ILMN_2330371	TATDN3
ILMN_1795949	CORO7
ILMN_1680925	SLC9A3R1
ILMN_1794659	FUT2
ILMN_1891851	
ILMN_1821155	
ILMN_1917344	
ILMN_1658108	LOC651128
ILMN_2347789	C4BPB
ILMN_1663827	SMYD5
ILMN_1725666	GTF2H3
ILMN_1742922	PRIM2A
ILMN_1911072	
ILMN_1889595	
ILMN_1858272	
ILMN_1692826	UNKL
ILMN_1867588	
ILMN_1763027	CAMK2B
ILMN_1748235	LOC642111
ILMN_1847978	
ILMN_1670485	LOC645812
ILMN_1818902	
ILMN_1898274	
ILMN_1828278	
ILMN_2282366	IQSEC3
ILMN_1742929	HESX1
ILMN_1690268	HNRPUL1
ILMN_2395728	HNRPUL1
ILMN_1725204	LOC649859
ILMN_1801043	GSN
ILMN_1888235	
ILMN_1894099	
ILMN_2074258	BARD1
ILMN_1691672	LOC646335
ILMN_1655474	RNASE9
ILMN_1767848	PCMTD2
ILMN_1912535	
ILMN_1775883	IVL
ILMN_1824647	DKFZP564C196
ILMN_1723418	CEL
ILMN_1837395	
ILMN_1917206	
ILMN_1841252	
ILMN_1679678	FSD1L
ILMN_1658376	CCDC114
ILMN_1774742	MTTP
ILMN_1899449	
ILMN_1684158	GPT2
ILMN_1743583	MADD
ILMN_2328224	MADD
ILMN_1764528	LOC652515
ILMN_1883879	
ILMN_1806387	LOC340598
ILMN_1861465	
ILMN_1834820	
ILMN_1801766	CCDC109B
ILMN_1887335	
ILMN_1875322	
ILMN_1706990	ZNF271
ILMN_1865879	
ILMN_1866813	
ILMN_1855641	
ILMN_1770400	ZNF385C
ILMN_1844400	
ILMN_1830984	
ILMN_1873995	
ILMN_2401987	DLEC1
ILMN_1675365	LARP4
ILMN_1898048	
ILMN_1768617	LOC645330
ILMN_1669928	ARHGEF16
ILMN_1703015	ZRANB2
ILMN_1662383	ZRANB2
ILMN_1691076	TEX11
ILMN_1784238	SEC22B
ILMN_1722726	RICS
ILMN_2388484	MAP2
ILMN_2283915	MAP2
ILMN_1896761	
ILMN_1741214	NXPH4
ILMN_1696333	NXPH4
ILMN_1695893	NXPH4
ILMN_1686458	CEP152
ILMN_1884910	
ILMN_1717264	LOC642252
ILMN_1842394	
ILMN_1891741	
ILMN_1869243	
ILMN_1667482	LOC646003
ILMN_1863664	
ILMN_1674250	NCKAP1L
ILMN_1768311	LOC728888
ILMN_1709799	C6orf25
ILMN_1749960	FAM78B
ILMN_1774749	SSTR3
ILMN_1764885	C20orf75
ILMN_1840439	
ILMN_1714756	YIPF5
ILMN_1830761	
ILMN_1779040	INO80B
ILMN_1737191	LOC392262
ILMN_1772727	GPR75
ILMN_1855727	
ILMN_2357944	KCNJ1
ILMN_1669848	LOC643150
ILMN_1732633	LOC651860
ILMN_1894946	
ILMN_1893985	
ILMN_1713219	RGS12
ILMN_2386291	WTIP
ILMN_1660079	RNF44
ILMN_1658383	HSPA6
ILMN_1806165	HSPA6
ILMN_1897793	
ILMN_1812526	TGFB2
ILMN_1659432	LOC644647
ILMN_2057768	SLC35D1
ILMN_1760208	GDAP1L1
ILMN_1737918	C1QA
ILMN_1892301	
ILMN_1719204	PRPF31
ILMN_1716814	PAIP1
ILMN_1821820	
ILMN_1692295	MYO1G
ILMN_1733559	LOC100008589
ILMN_2045453	CFHR2
ILMN_1749809	ZNF813
ILMN_1688156	LOC643740
ILMN_1697491	FLJ14213
ILMN_1758778	CEP110
ILMN_1795499	MAML3
ILMN_1658460	LOC653884
ILMN_1712446	LOC653884
ILMN_1819698	
ILMN_1681983	RSPO3
ILMN_1696901	LOC648620
ILMN_1703860	FAM21B
ILMN_1912737	
ILMN_2321648	SH2D3C
ILMN_1674440	SH2D3C
ILMN_1652164	LOC729196
ILMN_1910733	
ILMN_1705711	COPS8
ILMN_1791524	C1orf9
ILMN_1822687	
ILMN_1707481	BTBD15
ILMN_1660836	LOC642867
ILMN_1653337	USP32
ILMN_1804743	USP32
ILMN_1917189	
ILMN_1882512	
ILMN_1708721	RABGAP1L
ILMN_1710416	HS3ST6
ILMN_1721833	IER5
ILMN_1853451	
ILMN_1829645	
ILMN_1683416	MUC6
ILMN_1680070	MUC6
ILMN_1727875	MUC6
ILMN_1657932	MUC6
ILMN_1791511	TMEM176A
ILMN_1694367	SNORD35B
ILMN_1730777	KRT19
ILMN_1838830	
ILMN_1914855	
ILMN_1708323	ALAS2
ILMN_2176882	ZNF69
ILMN_1653742	FAM48B1
ILMN_1681657	MAP4K4
ILMN_1746634	LOC645454
ILMN_1855108	
ILMN_1904741	
ILMN_1913966	
ILMN_2395055	ATPAF1
ILMN_2382488	CTU2
ILMN_1653340	RECQL5
ILMN_1703989	ARFRP1
ILMN_1862191	
ILMN_1835052	
ILMN_1871664	
ILMN_1697952	OSBPL1A
ILMN_1857793	
ILMN_1684312	NHLRC4
ILMN_1908338	
ILMN_1808217	PPP1R1C
ILMN_1797302	PPP1R1C
ILMN_1667753	PPP1R1C
ILMN_2386444	ANGPTL4
ILMN_1844043	
ILMN_2297315	CDRT1
ILMN_1816882	
ILMN_1798819	DTNB
ILMN_1811362	LOC653746
ILMN_1799661	LOC643491
ILMN_1740875	FPR2
ILMN_1838488	
ILMN_1875098	
ILMN_2217056	BPY2B
ILMN_1776879	HMGN2
ILMN_2413899	MCM10
ILMN_2413898	MCM10
ILMN_1810738	YIPF5
ILMN_1671510	LOC401507
ILMN_1801122	LOC401317
ILMN_1698835	LOC654114
ILMN_1681230	MRPL4
ILMN_1842893	
ILMN_1682736	LOC643452
ILMN_1722506	KIR2DS1
ILMN_1780172	C20orf195
ILMN_1753330	LOC727927
ILMN_1794233	FLJ43663
ILMN_1825025	
ILMN_1675377	ZSCAN2
ILMN_1751095	CD300E
ILMN_1769099	ZNF253
ILMN_1702183	LOC613266
ILMN_1763907	C6orf173
ILMN_2211235	TEX101
ILMN_1780411	KRTAP13-3
ILMN_1711566	TIMP1
ILMN_1791726	TUBB3
ILMN_1664276	TBX22
ILMN_2161194	TBX22
ILMN_1908640	
ILMN_1686250	OR1J4
ILMN_1837922	
ILMN_1707828	UGT1A5
ILMN_1712759	SBSN
ILMN_1847267	
ILMN_1904578	
ILMN_1706593	PPHLN1
ILMN_1791093	PPHLN1
ILMN_2211479	MAEL
ILMN_2211483	MAEL
ILMN_1883780	
ILMN_1707881	NMNAT2
ILMN_1652412	PHKB
ILMN_1800447	PHKB
ILMN_1905900	
ILMN_2145033	CCR5
ILMN_1880516	
ILMN_1884244	
ILMN_1727916	FLJ46380
ILMN_1683538	CSDE1
ILMN_1685796	CSDE1
ILMN_2061419	CYCSL1
ILMN_1663751	CYCSL1
ILMN_1778357	DNMT3L
ILMN_1913729	
ILMN_1858162	
ILMN_1846567	
ILMN_1893901	
ILMN_1751757	CES3
ILMN_1905241	
ILMN_1722698	RCHY1
ILMN_1673962	NUP205
ILMN_1809767	C20orf132
ILMN_1780356	C20orf132
ILMN_1906976	
ILMN_1682661	BMP3
ILMN_1687707	LOC646795
ILMN_1675013	MGC22014
ILMN_1798880	RPA4
ILMN_1752355	MPEG1
ILMN_1751174	CLDN14
ILMN_2388070	TMEM44
ILMN_1688848	TMEM44
ILMN_1842716	
ILMN_1659488	PLXNB2
ILMN_1763447	PLXNB2
ILMN_1803073	DNAJC12
ILMN_1669410	CHGA
ILMN_1787330	OR8G2
ILMN_1824772	
ILMN_1856404	
ILMN_1776240	DUSP13
ILMN_1817983	
ILMN_1688901	LOC401305
ILMN_1771120	TMEM45B
ILMN_1909353	
ILMN_1837183	
ILMN_2182750	DDX1
ILMN_1822304	
ILMN_1703091	LOC653050
ILMN_1911290	
ILMN_1724782	LOC645558
ILMN_1702850	LOC645558
ILMN_1747112	LOC440895
ILMN_1704761	LOC440895
ILMN_1754271	KIAA0692
ILMN_1800237	ASAH2
ILMN_1783040	DKFZP781G0119
ILMN_1857510	
ILMN_1874954	
ILMN_1905815	
ILMN_1696055	HES3
ILMN_1715476	LOC649970
ILMN_1898209	
ILMN_1827863	
ILMN_1671257	DKC1
ILMN_1872600	
ILMN_2398432	BRMS1
ILMN_2132898	SPRN
ILMN_1681492	HTR3A
ILMN_2394523	TMEM231
ILMN_1891673	
ILMN_1748245	LRRTM2
ILMN_1900204	
ILMN_1803609	XKR3
ILMN_1828794	
ILMN_1809583	CREBBP
ILMN_1843791	
ILMN_1870025	
ILMN_1772689	TRIM14
ILMN_1677542	TRIM14
ILMN_1770701	OR52H1
ILMN_1668246	TMEM52
ILMN_1709907	B3GALT2
ILMN_1898703	
ILMN_1834921	
ILMN_1677124	LOC642290
ILMN_1818750	
ILMN_1716368	CCDC111
ILMN_1910540	
ILMN_1822745	
ILMN_1885449	
ILMN_1775236	LOC642313
ILMN_1736461	LOC642313
ILMN_1748427	ZNF239
ILMN_1703573	DNAJC17
ILMN_1715849	LOC644227
ILMN_1730319	LOC646835
ILMN_1888444	
ILMN_1792057	LRP2BP
ILMN_1708778	ASS1
ILMN_1688234	ASS1
ILMN_1802411	ITGA1
ILMN_1743949	LOC652510
ILMN_1715482	ULK2
ILMN_1795567	FLJ90036
ILMN_1892253	
ILMN_1828197	
ILMN_1669299	KRT2
ILMN_1716770	LOC649771
ILMN_1714176	LOC283487
ILMN_1699178	FDPSL2A
ILMN_1739450	NFE2L1
ILMN_1664379	LOC642505
ILMN_1707901	DHRS7B
ILMN_1763209	LOC653050
ILMN_1781077	CEP120
ILMN_1772207	LOC653377
ILMN_1680192	APOBEC3A
ILMN_1823627	
ILMN_1870168	
ILMN_2050200	LOC652618
ILMN_1698432	LOC653536
ILMN_1739683	LRRC6
ILMN_1904400	
ILMN_1911068	
ILMN_1750748	MGC102966
ILMN_1659306	SVIL
ILMN_1870140	
ILMN_1750469	UCN3
ILMN_1778599	SP140
ILMN_1849067	
ILMN_1654129	MIA3
ILMN_1785037	SSR2
ILMN_1651617	CTNNB1
ILMN_1757350	CTNNB1
ILMN_1746396	CTNNB1
ILMN_1776598	METTL11A
ILMN_2170515	METTL11A
ILMN_1738681	NUP62
ILMN_1779010	MAP3K3
ILMN_2391551	C13orf23
ILMN_1795128	C13orf23
ILMN_2285585	C13orf23
ILMN_1853344	
ILMN_1679464	BNC1
ILMN_2298301	BNC1
ILMN_1751465	BNC1
ILMN_1692748	BNC1
ILMN_1858933	
ILMN_2243553	ZNF275
ILMN_2314998	ZNF275
ILMN_1891714	
ILMN_1652747	LOC644631
ILMN_1791138	GPR109B
ILMN_1904039	
ILMN_1893948	
ILMN_1812988	LOC648277
ILMN_2410771	KEAP1
ILMN_2410772	KEAP1
ILMN_1846771	
ILMN_2076415	TBCCD1
ILMN_1756079	WASF1
ILMN_1804279	PTPRC
ILMN_1837634	
ILMN_1881471	
ILMN_1735959	CNOT4
ILMN_1772677	CNOT4
ILMN_1696450	KLK1
ILMN_1880521	
ILMN_1799598	SIRT5
ILMN_1683059	SIRT5
ILMN_2374159	HERPUD1
ILMN_2374164	HERPUD1
ILMN_1796751	KIAA1274
ILMN_1677652	PREX2
ILMN_1737650	DIO2
ILMN_1861789	
ILMN_1700068	FLJ25758
ILMN_1887858	
ILMN_1784515	MYH6
ILMN_2332250	ACOT7
ILMN_2252621	ACOT7
ILMN_1714384	PCCA
ILMN_1676986	NPIP
ILMN_2208802	NPIP
ILMN_1724754	MPP3
ILMN_1728532	LOC652645
ILMN_1747589	HIST2H2AB
ILMN_1686961	FGFBP3
ILMN_1899416	
ILMN_1750624	RXRG
ILMN_2193553	SLC7A5P1
ILMN_1729367	SLC7A5P1
ILMN_1670874	LOC645172
ILMN_1903281	
ILMN_1792812	TMC1
ILMN_1827036	
ILMN_1679587	LOC651202
ILMN_1897545	
ILMN_2135898	GPR42
ILMN_1841432	
ILMN_1701991	SYNJ1
ILMN_1717265	FLJ37078
ILMN_1791296	DPY19L1
ILMN_1773819	LOC648605
ILMN_1822482	
ILMN_1837424	
ILMN_1706357	RFX2
ILMN_1673457	MECR
ILMN_1683160	MECR
ILMN_1791968	C11orf39
ILMN_1902298	
ILMN_1675268	LRP4
ILMN_1656248	ASAM
ILMN_1852262	
ILMN_1786110	LOC654206
ILMN_2235707	ITIH5
ILMN_1793695	ITIH5
ILMN_2292963	UBE2D3
ILMN_1811921	CSRP1
ILMN_1690327	CLCN5
ILMN_1711919	SCYL2
ILMN_1813191	LOC653080
ILMN_1661289	LOC642173
ILMN_1795055	LRRC3
ILMN_1821483	
ILMN_2275098	DTX2
ILMN_1744129	DTX2
ILMN_2354391	EGLN2
ILMN_1698085	C14orf21
ILMN_1828426	
ILMN_2092441	LRP12
ILMN_1816827	
ILMN_1710322	MCHR2
ILMN_2383150	MCHR2
ILMN_1836237	
ILMN_1901593	
ILMN_1802611	SPEN
ILMN_2159730	GABRB1
ILMN_1761206	PALMD
ILMN_1680902	LOC284998
ILMN_2145044	LOC134145
ILMN_1792752	LOC652547
ILMN_1681067	PIK3R5
ILMN_1776838	LOC728895
ILMN_1683854	ZNF484
ILMN_1672975	LOC645708
ILMN_1670748	GALNT7
ILMN_2173524	FOXD4
ILMN_1891198	
ILMN_1670899	FBN2
ILMN_1768110	ZAK
ILMN_1656199	LOC650759
ILMN_1663620	GLYCAM1
ILMN_2161910	GLYCAM1
ILMN_1702202	GLYCAM1
ILMN_1816791	
ILMN_1776266	CRYGB
ILMN_1771680	ATP4B
ILMN_1796405	ATP4B
ILMN_1822657	
ILMN_1799098	LOC652846
ILMN_1735655	FBXW11
ILMN_1761903	KCNS1
ILMN_1905440	
ILMN_1744268	PLEC1
ILMN_1757378	PLEC1
ILMN_1666536	VSIG2
ILMN_1732807	GPRC6A
ILMN_1803507	KLC3
ILMN_1751569	C1orf173
ILMN_2405684	BIRC3
ILMN_1670523	SAPS2
ILMN_2281734	DYNC2LI1
ILMN_1835213	
ILMN_1669657	LOC440345
ILMN_2306955	ACPL2
ILMN_1768919	FLJ35880
ILMN_1654408	TRAF7
ILMN_2405991	TRAF7
ILMN_1661236	LOC649404
ILMN_1900154	LOC731186
ILMN_2043828	UTP23
ILMN_1774860	UTP23
ILMN_1656977	HIBCH
ILMN_1667790	C21orf100
ILMN_1801889	MYO16
ILMN_1896800	
ILMN_1880765	
ILMN_1789372	LOC646570
ILMN_2406304	PDZRN3
ILMN_1659405	LOC653773
ILMN_1829704	
ILMN_1770658	LOC649199
ILMN_1754533	LOC645966
ILMN_1752914	CDGAP
ILMN_1884886	
ILMN_1784535	LOC389137
ILMN_1806486	LOC389137
ILMN_1806510	VPS53
ILMN_1863106	
ILMN_1674891	KIAA1618
ILMN_1767171	MOBKL2C
ILMN_1727093	GPR158
ILMN_1858783	
ILMN_1851642	
ILMN_1787908	ADAMTS20
ILMN_1651717	ADAMTS20
ILMN_1873374	
ILMN_2355225	LSP1
ILMN_1690480	LOC653841
ILMN_1853085	
ILMN_1894524	
ILMN_1658758	NPB
ILMN_1653836	C11orf41
ILMN_1693560	HMGA1
ILMN_1720053	ZFAND3
ILMN_1853455	
ILMN_2398995	MRPL24
ILMN_1774020	ZDHHC11
ILMN_1694514	ZDHHC11
ILMN_1693411	ZDHHC11
ILMN_1697168	PRPF4B
ILMN_1713835	ENHO
ILMN_1705210	GRASP
ILMN_2348788	CD44
ILMN_1693404	LOC646358
ILMN_1703226	KTI12
ILMN_1674053	LOC650961
ILMN_1799860	PIGM
ILMN_2180352	DIP2B
ILMN_1886269	
ILMN_1665732	LOC653515
ILMN_1727668	LOC650235
ILMN_1679666	SCGB3A1
ILMN_2397846	SNCB
ILMN_2397842	SNCB
ILMN_2397841	SNCB
ILMN_1705746	LSG1
ILMN_1806758	C9orf85
ILMN_1678477	C9orf85
ILMN_1813338	LAG3
ILMN_1775211	ERO1LB
ILMN_2229969	ERO1LB
ILMN_1878546	
ILMN_1802674	PACRG
ILMN_2385866	PHF1
ILMN_1772058	PANK2
ILMN_1760410	LOC653086
ILMN_1728711	RGS3
ILMN_1917271	
ILMN_1727909	CNTN5
ILMN_1775373	CMTM5
ILMN_1676305	PTK2
ILMN_2356331	PCDHGA10
ILMN_1899034	
ILMN_1677165	SF3B1
ILMN_1864549	
ILMN_1804953	CCDC18
ILMN_1852043	
ILMN_1742578	MKLN1
ILMN_1866182	
ILMN_1722329	CASQ2
ILMN_1887131	
ILMN_1882093	
ILMN_1746434	KRTAP4-3
ILMN_1862291	
ILMN_1715901	FBXL17
ILMN_1664928	ZNF599
ILMN_2400292	MAPK9
ILMN_2400297	MAPK9
ILMN_1703910	OR6C3
ILMN_1705218	TRAPPC2
ILMN_1916023	
ILMN_1662914	CTAGE5
ILMN_1697206	DHX40
ILMN_1743303	TTC1
ILMN_1885199	
ILMN_1816342	
ILMN_1822880	
ILMN_2175474	MTRF1L
ILMN_1830217	
ILMN_1741219	RRAGB
ILMN_2361643	RRAGB
ILMN_1835085	
ILMN_1676990	LOC338579
ILMN_1822311	
ILMN_1867188	
ILMN_1740920	ACADSB
ILMN_2282959	DNA2
ILMN_1664682	DNA2
ILMN_1721028	LOC644157
ILMN_1892712	
ILMN_1674787	FAM22B
ILMN_1903222	
ILMN_1814165	SSBP3
ILMN_2361163	SSBP3
ILMN_1885629	
ILMN_1797005	PGLS
ILMN_1889137	
ILMN_2253805	GFRA1
ILMN_2334359	GFRA1
ILMN_1725678	GFRA1
ILMN_1712847	LOC644578
ILMN_1750967	ZKSCAN3
ILMN_1899245	
ILMN_1716249	OR1K1
ILMN_1806205	LOC648680
ILMN_1840354	
ILMN_1753568	LRRC34
ILMN_1797576	PLEKHA3
ILMN_1876371	
ILMN_1851949	
ILMN_1789186	OBFC1
ILMN_2070896	BMPR2
ILMN_1879832	
ILMN_1902481	
ILMN_1731343	LDLRAD1
ILMN_1787190	NRP2
ILMN_1705677	C1orf220
ILMN_2254943	LOC390748
ILMN_2041780	SNTG2
ILMN_1747016	CEP55
ILMN_1689665	NAE1
ILMN_2415439	NAE1
ILMN_2353327	RNF38
ILMN_1672479	TRIM55
ILMN_1771600	THAP7
ILMN_1652486	THAP7
ILMN_1810930	MGC45491
ILMN_1860679	
ILMN_1829156	
ILMN_1758806	C21orf2
ILMN_1671237	GNGT2
ILMN_1675617	NT5M
ILMN_1759801	DPP8
ILMN_1763333	TBX6
ILMN_1740487	CMTM7
ILMN_1841331	
ILMN_1879739	
ILMN_2146648	PRB3
ILMN_1877366	
ILMN_1881503	
ILMN_1776412	KRTAP10-11
ILMN_1802082	PRDM8
ILMN_1792825	ARIH2
ILMN_1870562	
ILMN_1673752	C1orf91
ILMN_1719533	PCDHGB4
ILMN_1687845	LOC285544
ILMN_1711711	LOC375010
ILMN_1670893	PSMD12
ILMN_1908356	
ILMN_1912987	
ILMN_1669831	C6orf192
ILMN_1677137	C20orf95
ILMN_1913887	
ILMN_1832123	
ILMN_1708515	LOC652150
ILMN_1667100	LOC646128
ILMN_1777263	MEOX2
ILMN_1750081	LOC342541
ILMN_1859701	
ILMN_1755796	BEST2
ILMN_1778457	IL18
ILMN_1676005	KPNA1
ILMN_1708588	ADCY5
ILMN_1665183	LOC646374
ILMN_1907066	
ILMN_2184612	C3orf52
ILMN_1848458	
ILMN_1904243	
ILMN_2391522	MRPL47
ILMN_1767393	GRIA3
ILMN_1779832	LOC400214
ILMN_1864850	
ILMN_1713450	MYL6B
ILMN_1844882	
ILMN_1707200	B4GALNT2
ILMN_1824847	
ILMN_1894900	
ILMN_1735432	ISCU
ILMN_1864565	
ILMN_1701247	LOC132241
ILMN_1895199	
ILMN_1764271	NXPH1
ILMN_1860633	
ILMN_1761646	PCDHGA10
ILMN_1721026	SAMHD1
ILMN_1702933	ADM2
ILMN_1884195	
