FILE_NAME	PEAK_NAME	RETENTION_TIME	MZ
2010104_crc_metabolomics_urine_pos_40.Rda	3.1103_83.0835	3.1103	83.0835
2010104_crc_metabolomics_urine_pos_40.Rda	3.6069_83.084	3.6069	83.084
2010104_crc_metabolomics_urine_pos_40.Rda	0.7166_83.0846	0.7166	83.0846
2010104_crc_metabolomics_urine_pos_40.Rda	5.4002_83.0846	5.4002	83.0846
2010104_crc_metabolomics_urine_pos_40.Rda	4.1637_83.0847	4.1637	83.0847
2010104_crc_metabolomics_urine_pos_40.Rda	4.7244_84.0414	4.7244	84.0414
2010104_crc_metabolomics_urine_pos_40.Rda	3.9917_84.0419	3.9917	84.0419
2010104_crc_metabolomics_urine_pos_40.Rda	3.3025_84.0419	3.3025	84.0419
2010104_crc_metabolomics_urine_pos_40.Rda	4.5541_84.0422	4.5541	84.0422
2010104_crc_metabolomics_urine_pos_40.Rda	3.5923_84.0423	3.5923	84.0423
2010104_crc_metabolomics_urine_pos_40.Rda	4.0524_84.0425	4.0524	84.0425
2010104_crc_metabolomics_urine_pos_40.Rda	4.9412_84.0427	4.9412	84.0427
2010104_crc_metabolomics_urine_pos_40.Rda	2.6862_84.0428	2.6862	84.0428
2010104_crc_metabolomics_urine_pos_40.Rda	1.9514_84.0428	1.9514	84.0428
2010104_crc_metabolomics_urine_pos_40.Rda	0.738_84.0432	0.738	84.0432
2010104_crc_metabolomics_urine_pos_40.Rda	1.889_84.0433	1.889	84.0433
2010104_crc_metabolomics_urine_pos_40.Rda	0.369_84.0434	0.369	84.0434
2010104_crc_metabolomics_urine_pos_40.Rda	2.2881_84.0434	2.2881	84.0434
2010104_crc_metabolomics_urine_pos_40.Rda	2.1267_84.0435	2.1267	84.0435
2010104_crc_metabolomics_urine_pos_40.Rda	3.4477_84.0436	3.4477	84.0436
2010104_crc_metabolomics_urine_pos_40.Rda	2.5247_84.0436	2.5247	84.0436
2010104_crc_metabolomics_urine_pos_40.Rda	5.0034_84.0442	5.0034	84.0442
2010104_crc_metabolomics_urine_pos_40.Rda	3.119_84.0448	3.119	84.0448
2010104_crc_metabolomics_urine_pos_40.Rda	0.333_84.0795	0.333	84.0795
2010104_crc_metabolomics_urine_pos_40.Rda	2.4198_84.08	2.4198	84.08
2010104_crc_metabolomics_urine_pos_40.Rda	3.0767_85.0113	3.0767	85.0113
2010104_crc_metabolomics_urine_pos_40.Rda	4.9796_85.027	4.9796	85.027
2010104_crc_metabolomics_urine_pos_40.Rda	4.3546_85.0272	4.3546	85.0272
2010104_crc_metabolomics_urine_pos_40.Rda	5.4201_85.0273	5.4201	85.0273
2010104_crc_metabolomics_urine_pos_40.Rda	1.7962_85.0273	1.7962	85.0273
2010104_crc_metabolomics_urine_pos_40.Rda	1.9872_85.0273	1.9872	85.0273
2010104_crc_metabolomics_urine_pos_40.Rda	0.3431_85.0277	0.3431	85.0277
2010104_crc_metabolomics_urine_pos_40.Rda	4.8275_85.0277	4.8275	85.0277
2010104_crc_metabolomics_urine_pos_40.Rda	5.1582_85.0279	5.1582	85.0279
2010104_crc_metabolomics_urine_pos_40.Rda	0.5635_85.028	0.5635	85.028
2010104_crc_metabolomics_urine_pos_40.Rda	1.0131_85.028	1.0131	85.028
2010104_crc_metabolomics_urine_pos_40.Rda	0.4064_85.0283	0.4064	85.0283
2010104_crc_metabolomics_urine_pos_40.Rda	3.0789_85.0381	3.0789	85.0381
2010104_crc_metabolomics_urine_pos_40.Rda	1.8878_86.0585	1.8878	86.0585
2010104_crc_metabolomics_urine_pos_40.Rda	0.5441_86.0588	0.5441	86.0588
2010104_crc_metabolomics_urine_pos_40.Rda	0.3162_86.0688	0.3162	86.0688
2010104_crc_metabolomics_urine_pos_40.Rda	0.5289_86.0952	0.5289	86.0952
2010104_crc_metabolomics_urine_pos_40.Rda	2.5204_86.0954	2.5204	86.0954
2010104_crc_metabolomics_urine_pos_40.Rda	2.7375_86.0955	2.7375	86.0955
2010104_crc_metabolomics_urine_pos_40.Rda	4.2612_86.0956	4.2612	86.0956
2010104_crc_metabolomics_urine_pos_40.Rda	2.1555_87.0263	2.1555	87.0263
2010104_crc_metabolomics_urine_pos_40.Rda	5.5885_87.0431	5.5885	87.0431
2010104_crc_metabolomics_urine_pos_40.Rda	0.5665_87.0431	0.5665	87.0431
2010104_crc_metabolomics_urine_pos_40.Rda	5.4933_87.0433	5.4933	87.0433
2010104_crc_metabolomics_urine_pos_40.Rda	0.3335_87.0435	0.3335	87.0435
2010104_crc_metabolomics_urine_pos_40.Rda	2.1071_87.0438	2.1071	87.0438
2010104_crc_metabolomics_urine_pos_40.Rda	0.253_87.9936	0.253	87.9936
2010104_crc_metabolomics_urine_pos_40.Rda	4.7233_88.0216	4.7233	88.0216
2010104_crc_metabolomics_urine_pos_40.Rda	2.7108_88.0378	2.7108	88.0378
2010104_crc_metabolomics_urine_pos_40.Rda	4.9102_88.0382	4.9102	88.0382
2010104_crc_metabolomics_urine_pos_40.Rda	3.4683_88.0748	3.4683	88.0748
2010104_crc_metabolomics_urine_pos_40.Rda	3.0763_88.7223	3.0763	88.7223
2010104_crc_metabolomics_urine_pos_40.Rda	3.073_88.9443	3.073	88.9443
2010104_crc_metabolomics_urine_pos_40.Rda	3.1086_88.9507	3.1086	88.9507
2010104_crc_metabolomics_urine_pos_40.Rda	0.2525_88.9525	0.2525	88.9525
2010104_crc_metabolomics_urine_pos_40.Rda	0.2525_88.9904	0.2525	88.9904
2010104_crc_metabolomics_urine_pos_40.Rda	6.0958_89.0583	6.0958	89.0583
2010104_crc_metabolomics_urine_pos_40.Rda	5.5861_89.0586	5.5861	89.0586
2010104_crc_metabolomics_urine_pos_40.Rda	2.744_89.0588	2.744	89.0588
2010104_crc_metabolomics_urine_pos_40.Rda	3.2568_89.0589	3.2568	89.0589
2010104_crc_metabolomics_urine_pos_40.Rda	2.0676_89.0589	2.0676	89.0589
2010104_crc_metabolomics_urine_pos_40.Rda	5.4935_89.059	5.4935	89.059
2010104_crc_metabolomics_urine_pos_40.Rda	2.4371_89.0592	2.4371	89.0592
2010104_crc_metabolomics_urine_pos_40.Rda	3.0352_89.0593	3.0352	89.0593
2010104_crc_metabolomics_urine_pos_40.Rda	0.7774_90.0529	0.7774	90.0529
2010104_crc_metabolomics_urine_pos_40.Rda	0.3211_90.0537	0.3211	90.0537
2010104_crc_metabolomics_urine_pos_40.Rda	1.0341_90.0538	1.0341	90.0538
2010104_crc_metabolomics_urine_pos_40.Rda	8.4147_90.504	8.4147	90.504
2010104_crc_metabolomics_urine_pos_40.Rda	8.1599_90.5051	8.1599	90.5051
2010104_crc_metabolomics_urine_pos_40.Rda	8.266_90.5051	8.266	90.5051
2010104_crc_metabolomics_urine_pos_40.Rda	0.2665_90.9765	0.2665	90.9765
2010104_crc_metabolomics_urine_pos_40.Rda	2.9649_91.0529	2.9649	91.0529
2010104_crc_metabolomics_urine_pos_40.Rda	1.5651_91.0529	1.5651	91.0529
2010104_crc_metabolomics_urine_pos_40.Rda	4.719_91.0531	4.719	91.0531
2010104_crc_metabolomics_urine_pos_40.Rda	5.4239_91.0532	5.4239	91.0532
2010104_crc_metabolomics_urine_pos_40.Rda	3.6053_91.0532	3.6053	91.0532
2010104_crc_metabolomics_urine_pos_40.Rda	2.1174_91.0532	2.1174	91.0532
2010104_crc_metabolomics_urine_pos_40.Rda	3.1414_91.0533	3.1414	91.0533
2010104_crc_metabolomics_urine_pos_40.Rda	4.0873_91.0533	4.0873	91.0533
2010104_crc_metabolomics_urine_pos_40.Rda	3.3592_91.0533	3.3592	91.0533
2010104_crc_metabolomics_urine_pos_40.Rda	4.8961_91.0534	4.8961	91.0534
2010104_crc_metabolomics_urine_pos_40.Rda	4.458_91.0534	4.458	91.0534
2010104_crc_metabolomics_urine_pos_40.Rda	2.332_91.0538	2.332	91.0538
2010104_crc_metabolomics_urine_pos_40.Rda	2.7309_91.054	2.7309	91.054
2010104_crc_metabolomics_urine_pos_40.Rda	1.1056_92.0485	1.1056	92.0485
2010104_crc_metabolomics_urine_pos_40.Rda	3.1725_93.02	3.1725	93.02
2010104_crc_metabolomics_urine_pos_40.Rda	1.3245_93.0325	1.3245	93.0325
2010104_crc_metabolomics_urine_pos_40.Rda	0.9681_93.0328	0.9681	93.0328
2010104_crc_metabolomics_urine_pos_40.Rda	1.0945_93.0328	1.0945	93.0328
2010104_crc_metabolomics_urine_pos_40.Rda	4.1876_93.0331	4.1876	93.0331
2010104_crc_metabolomics_urine_pos_40.Rda	0.3396_93.0434	0.3396	93.0434
2010104_crc_metabolomics_urine_pos_40.Rda	4.4362_93.0567	4.4362	93.0567
2010104_crc_metabolomics_urine_pos_40.Rda	5.3214_93.0633	5.3214	93.0633
2010104_crc_metabolomics_urine_pos_40.Rda	5.97_93.0684	5.97	93.0684
2010104_crc_metabolomics_urine_pos_40.Rda	4.3139_93.0687	4.3139	93.0687
2010104_crc_metabolomics_urine_pos_40.Rda	2.7893_93.0688	2.7893	93.0688
2010104_crc_metabolomics_urine_pos_40.Rda	5.2129_93.069	5.2129	93.069
2010104_crc_metabolomics_urine_pos_40.Rda	2.8937_93.069	2.8937	93.069
2010104_crc_metabolomics_urine_pos_40.Rda	2.3379_93.0691	2.3379	93.0691
2010104_crc_metabolomics_urine_pos_40.Rda	4.2139_93.0691	4.2139	93.0691
2010104_crc_metabolomics_urine_pos_40.Rda	3.6055_93.0691	3.6055	93.0691
2010104_crc_metabolomics_urine_pos_40.Rda	4.9152_93.0692	4.9152	93.0692
2010104_crc_metabolomics_urine_pos_40.Rda	3.218_93.0695	3.218	93.0695
2010104_crc_metabolomics_urine_pos_40.Rda	0.2528_93.5558	0.2528	93.5558
2010104_crc_metabolomics_urine_pos_40.Rda	3.1545_94.0286	3.1545	94.0286
2010104_crc_metabolomics_urine_pos_40.Rda	4.5407_94.0326	4.5407	94.0326
2010104_crc_metabolomics_urine_pos_40.Rda	1.3761_94.0407	1.3761	94.0407
2010104_crc_metabolomics_urine_pos_40.Rda	0.5804_94.0639	0.5804	94.0639
2010104_crc_metabolomics_urine_pos_40.Rda	2.1945_94.064	2.1945	94.064
2010104_crc_metabolomics_urine_pos_40.Rda	0.3053_94.0641	0.3053	94.0641
2010104_crc_metabolomics_urine_pos_40.Rda	0.7579_94.0642	0.7579	94.0642
2010104_crc_metabolomics_urine_pos_40.Rda	2.7142_94.0643	2.7142	94.0643
2010104_crc_metabolomics_urine_pos_40.Rda	0.6667_94.0644	0.6667	94.0644
2010104_crc_metabolomics_urine_pos_40.Rda	0.9106_95.011	0.9106	95.011
2010104_crc_metabolomics_urine_pos_40.Rda	2.883_95.012	2.883	95.012
2010104_crc_metabolomics_urine_pos_40.Rda	4.1822_95.0123	4.1822	95.0123
2010104_crc_metabolomics_urine_pos_40.Rda	4.8445_95.0124	4.8445	95.0124
2010104_crc_metabolomics_urine_pos_40.Rda	5.4118_95.0126	5.4118	95.0126
2010104_crc_metabolomics_urine_pos_40.Rda	4.9133_95.0188	4.9133	95.0188
2010104_crc_metabolomics_urine_pos_40.Rda	2.6784_95.0232	2.6784	95.0232
2010104_crc_metabolomics_urine_pos_40.Rda	1.8185_95.0235	1.8185	95.0235
2010104_crc_metabolomics_urine_pos_40.Rda	2.7573_95.0237	2.7573	95.0237
2010104_crc_metabolomics_urine_pos_40.Rda	1.5518_95.0468	1.5518	95.0468
2010104_crc_metabolomics_urine_pos_40.Rda	0.8382_95.0479	0.8382	95.0479
2010104_crc_metabolomics_urine_pos_40.Rda	5.4215_95.0481	5.4215	95.0481
2010104_crc_metabolomics_urine_pos_40.Rda	1.9404_95.0483	1.9404	95.0483
2010104_crc_metabolomics_urine_pos_40.Rda	0.3235_95.0598	0.3235	95.0598
2010104_crc_metabolomics_urine_pos_40.Rda	2.4702_95.0842	2.4702	95.0842
2010104_crc_metabolomics_urine_pos_40.Rda	5.7905_95.0842	5.7905	95.0842
2010104_crc_metabolomics_urine_pos_40.Rda	3.2932_95.0843	3.2932	95.0843
2010104_crc_metabolomics_urine_pos_40.Rda	4.888_95.0843	4.888	95.0843
2010104_crc_metabolomics_urine_pos_40.Rda	3.1428_95.0844	3.1428	95.0844
2010104_crc_metabolomics_urine_pos_40.Rda	3.5915_95.0844	3.5915	95.0844
2010104_crc_metabolomics_urine_pos_40.Rda	3.4662_95.0844	3.4662	95.0844
2010104_crc_metabolomics_urine_pos_40.Rda	4.4615_95.0845	4.4615	95.0845
2010104_crc_metabolomics_urine_pos_40.Rda	5.506_95.0846	5.506	95.0846
2010104_crc_metabolomics_urine_pos_40.Rda	4.2827_95.0847	4.2827	95.0847
2010104_crc_metabolomics_urine_pos_40.Rda	5.207_95.0847	5.207	95.0847
2010104_crc_metabolomics_urine_pos_40.Rda	1.5123_96.0417	1.5123	96.0417
2010104_crc_metabolomics_urine_pos_40.Rda	0.3514_96.0437	0.3514	96.0437
2010104_crc_metabolomics_urine_pos_40.Rda	4.4394_96.044	4.4394	96.044
2010104_crc_metabolomics_urine_pos_40.Rda	3.0848_96.0544	3.0848	96.0544
2010104_crc_metabolomics_urine_pos_40.Rda	0.682_96.0663	0.682	96.0663
2010104_crc_metabolomics_urine_pos_40.Rda	0.5881_96.0666	0.5881	96.0666
2010104_crc_metabolomics_urine_pos_40.Rda	0.2542_96.0675	0.2542	96.0675
2010104_crc_metabolomics_urine_pos_40.Rda	0.2967_96.9228	0.2967	96.9228
2010104_crc_metabolomics_urine_pos_40.Rda	7.1231_96.9611	7.1231	96.9611
2010104_crc_metabolomics_urine_pos_40.Rda	4.8833_96.9611	4.8833	96.9611
2010104_crc_metabolomics_urine_pos_40.Rda	2.4524_96.9615	2.4524	96.9615
2010104_crc_metabolomics_urine_pos_40.Rda	3.3163_96.9615	3.3163	96.9615
2010104_crc_metabolomics_urine_pos_40.Rda	6.7518_96.9617	6.7518	96.9617
2010104_crc_metabolomics_urine_pos_40.Rda	2.0392_96.9617	2.0392	96.9617
2010104_crc_metabolomics_urine_pos_40.Rda	6.6495_96.9617	6.6495	96.9617
2010104_crc_metabolomics_urine_pos_40.Rda	3.2029_96.9618	3.2029	96.9618
2010104_crc_metabolomics_urine_pos_40.Rda	6.8905_96.962	6.8905	96.962
2010104_crc_metabolomics_urine_pos_40.Rda	7.6137_96.962	7.6137	96.962
2010104_crc_metabolomics_urine_pos_40.Rda	6.0829_96.962	6.0829	96.962
2010104_crc_metabolomics_urine_pos_40.Rda	2.8828_96.962	2.8828	96.962
2010104_crc_metabolomics_urine_pos_40.Rda	3.003_96.9621	3.003	96.9621
2010104_crc_metabolomics_urine_pos_40.Rda	5.3173_96.9621	5.3173	96.9621
2010104_crc_metabolomics_urine_pos_40.Rda	5.7958_96.9622	5.7958	96.9622
2010104_crc_metabolomics_urine_pos_40.Rda	7.8355_96.9622	7.8355	96.9622
2010104_crc_metabolomics_urine_pos_40.Rda	8.2598_96.9622	8.2598	96.9622
2010104_crc_metabolomics_urine_pos_40.Rda	7.0265_96.9623	7.0265	96.9623
2010104_crc_metabolomics_urine_pos_40.Rda	5.5288_96.9624	5.5288	96.9624
2010104_crc_metabolomics_urine_pos_40.Rda	8.1482_96.9624	8.1482	96.9624
2010104_crc_metabolomics_urine_pos_40.Rda	0.2461_96.9626	0.2461	96.9626
2010104_crc_metabolomics_urine_pos_40.Rda	5.1373_96.9628	5.1373	96.9628
2010104_crc_metabolomics_urine_pos_40.Rda	2.2156_96.9632	2.2156	96.9632
2010104_crc_metabolomics_urine_pos_40.Rda	8.4095_96.9637	8.4095	96.9637
2010104_crc_metabolomics_urine_pos_40.Rda	4.1777_97.0256	4.1777	97.0256
2010104_crc_metabolomics_urine_pos_40.Rda	5.4278_97.0264	5.4278	97.0264
2010104_crc_metabolomics_urine_pos_40.Rda	2.8974_97.0265	2.8974	97.0265
2010104_crc_metabolomics_urine_pos_40.Rda	2.5379_97.0266	2.5379	97.0266
2010104_crc_metabolomics_urine_pos_40.Rda	0.3741_97.0281	0.3741	97.0281
2010104_crc_metabolomics_urine_pos_40.Rda	3.3022_97.0615	3.3022	97.0615
2010104_crc_metabolomics_urine_pos_40.Rda	2.8866_97.0616	2.8866	97.0616
2010104_crc_metabolomics_urine_pos_40.Rda	5.2095_97.0617	5.2095	97.0617
2010104_crc_metabolomics_urine_pos_40.Rda	2.7235_97.0618	2.7235	97.0618
2010104_crc_metabolomics_urine_pos_40.Rda	4.9298_97.0622	4.9298	97.0622
2010104_crc_metabolomics_urine_pos_40.Rda	2.1531_97.0634	2.1531	97.0634
2010104_crc_metabolomics_urine_pos_40.Rda	2.2881_97.0636	2.2881	97.0636
2010104_crc_metabolomics_urine_pos_40.Rda	2.0962_97.0637	2.0962	97.0637
2010104_crc_metabolomics_urine_pos_40.Rda	1.4354_97.0752	1.4354	97.0752
2010104_crc_metabolomics_urine_pos_40.Rda	4.1644_97.0993	4.1644	97.0993
2010104_crc_metabolomics_urine_pos_40.Rda	3.7442_97.0995	3.7442	97.0995
2010104_crc_metabolomics_urine_pos_40.Rda	8.4665_97.9671	8.4665	97.9671
2010104_crc_metabolomics_urine_pos_40.Rda	8.1639_97.9692	8.1639	97.9692
2010104_crc_metabolomics_urine_pos_40.Rda	1.2439_97.9792	1.2439	97.9792
2010104_crc_metabolomics_urine_pos_40.Rda	0.3315_98.0578	0.3315	98.0578
2010104_crc_metabolomics_urine_pos_40.Rda	0.5345_98.059	0.5345	98.059
2010104_crc_metabolomics_urine_pos_40.Rda	1.2506_98.0821	1.2506	98.0821
2010104_crc_metabolomics_urine_pos_40.Rda	1.3825_98.0823	1.3825	98.0823
2010104_crc_metabolomics_urine_pos_40.Rda	1.5235_98.094	1.5235	98.094
2010104_crc_metabolomics_urine_pos_40.Rda	0.3364_98.0951	0.3364	98.0951
2010104_crc_metabolomics_urine_pos_40.Rda	2.1066_98.0955	2.1066	98.0955
2010104_crc_metabolomics_urine_pos_40.Rda	2.6317_98.0957	2.6317	98.0957
2010104_crc_metabolomics_urine_pos_40.Rda	8.4221_98.9621	8.4221	98.9621
2010104_crc_metabolomics_urine_pos_40.Rda	6.3275_98.9711	6.3275	98.9711
2010104_crc_metabolomics_urine_pos_40.Rda	6.7025_98.9717	6.7025	98.9717
2010104_crc_metabolomics_urine_pos_40.Rda	6.4137_98.9722	6.4137	98.9722
2010104_crc_metabolomics_urine_pos_40.Rda	5.6004_98.9742	5.6004	98.9742
2010104_crc_metabolomics_urine_pos_40.Rda	5.8001_98.9743	5.8001	98.9743
2010104_crc_metabolomics_urine_pos_40.Rda	5.2521_98.9745	5.2521	98.9745
2010104_crc_metabolomics_urine_pos_40.Rda	5.1471_98.9747	5.1471	98.9747
2010104_crc_metabolomics_urine_pos_40.Rda	4.9968_98.9747	4.9968	98.9747
2010104_crc_metabolomics_urine_pos_40.Rda	5.4_98.975	5.4	98.975
2010104_crc_metabolomics_urine_pos_40.Rda	4.8819_98.9751	4.8819	98.9751
2010104_crc_metabolomics_urine_pos_40.Rda	4.184_98.9752	4.184	98.9752
2010104_crc_metabolomics_urine_pos_40.Rda	2.8961_98.9753	2.8961	98.9753
2010104_crc_metabolomics_urine_pos_40.Rda	1.2616_98.9755	1.2616	98.9755
2010104_crc_metabolomics_urine_pos_40.Rda	4.6662_98.9756	4.6662	98.9756
2010104_crc_metabolomics_urine_pos_40.Rda	4.7608_98.9757	4.7608	98.9757
2010104_crc_metabolomics_urine_pos_40.Rda	2.7309_98.9758	2.7309	98.9758
2010104_crc_metabolomics_urine_pos_40.Rda	2.9749_98.9765	2.9749	98.9765
2010104_crc_metabolomics_urine_pos_40.Rda	3.4684_98.9769	3.4684	98.9769
2010104_crc_metabolomics_urine_pos_40.Rda	1.7848_98.9772	1.7848	98.9772
2010104_crc_metabolomics_urine_pos_40.Rda	2.5251_98.9772	2.5251	98.9772
2010104_crc_metabolomics_urine_pos_40.Rda	1.3928_98.9775	1.3928	98.9775
2010104_crc_metabolomics_urine_pos_40.Rda	6.0875_98.9829	6.0875	98.9829
2010104_crc_metabolomics_urine_pos_40.Rda	0.522_98.9838	0.522	98.9838
2010104_crc_metabolomics_urine_pos_40.Rda	0.3823_98.9841	0.3823	98.9841
2010104_crc_metabolomics_urine_pos_40.Rda	0.2524_98.9872	0.2524	98.9872
2010104_crc_metabolomics_urine_pos_40.Rda	1.5261_98.9967	1.5261	98.9967
2010104_crc_metabolomics_urine_pos_40.Rda	3.0836_99.0012	3.0836	99.0012
2010104_crc_metabolomics_urine_pos_40.Rda	1.4555_99.0432	1.4555	99.0432
2010104_crc_metabolomics_urine_pos_40.Rda	2.6982_99.0793	2.6982	99.0793
2010104_crc_metabolomics_urine_pos_40.Rda	6.6856_99.5086	6.6856	99.5086
2010104_crc_metabolomics_urine_pos_40.Rda	6.8232_99.5088	6.8232	99.5088
2010104_crc_metabolomics_urine_pos_40.Rda	6.9844_99.5089	6.9844	99.5089
2010104_crc_metabolomics_urine_pos_40.Rda	3.1934_99.972	3.1934	99.972
2010104_crc_metabolomics_urine_pos_40.Rda	4.9102_99.9867	4.9102	99.9867
2010104_crc_metabolomics_urine_pos_40.Rda	4.7268_99.9869	4.7268	99.9869
2010104_crc_metabolomics_urine_pos_40.Rda	2.919_100.0208	2.919	100.0208
2010104_crc_metabolomics_urine_pos_40.Rda	2.831_100.0219	2.831	100.0219
2010104_crc_metabolomics_urine_pos_40.Rda	0.2514_100.0239	0.2514	100.0239
2010104_crc_metabolomics_urine_pos_40.Rda	3.085_100.0497	3.085	100.0497
2010104_crc_metabolomics_urine_pos_40.Rda	3.6837_100.0507	3.6837	100.0507
2010104_crc_metabolomics_urine_pos_40.Rda	2.1757_100.0735	2.1757	100.0735
2010104_crc_metabolomics_urine_pos_40.Rda	0.923_100.0746	0.923	100.0746
2010104_crc_metabolomics_urine_pos_40.Rda	1.4768_100.0747	1.4768	100.0747
2010104_crc_metabolomics_urine_pos_40.Rda	0.2981_100.0747	0.2981	100.0747
2010104_crc_metabolomics_urine_pos_40.Rda	3.6633_100.0747	3.6633	100.0747
2010104_crc_metabolomics_urine_pos_40.Rda	0.817_100.0749	0.817	100.0749
2010104_crc_metabolomics_urine_pos_40.Rda	3.1551_100.0749	3.1551	100.0749
2010104_crc_metabolomics_urine_pos_40.Rda	0.727_100.0751	0.727	100.0751
2010104_crc_metabolomics_urine_pos_40.Rda	3.7596_100.111	3.7596	100.111
2010104_crc_metabolomics_urine_pos_40.Rda	4.2609_100.1112	4.2609	100.1112
2010104_crc_metabolomics_urine_pos_40.Rda	3.9024_100.1115	3.9024	100.1115
2010104_crc_metabolomics_urine_pos_40.Rda	3.6012_100.9909	3.6012	100.9909
2010104_crc_metabolomics_urine_pos_40.Rda	0.5977_101.0172	0.5977	101.0172
2010104_crc_metabolomics_urine_pos_40.Rda	2.1558_101.0419	2.1558	101.0419
2010104_crc_metabolomics_urine_pos_40.Rda	1.233_101.0594	1.233	101.0594
2010104_crc_metabolomics_urine_pos_40.Rda	3.6_101.0692	3.6	101.0692
2010104_crc_metabolomics_urine_pos_40.Rda	2.6907_101.0693	2.6907	101.0693
2010104_crc_metabolomics_urine_pos_40.Rda	4.5554_101.0694	4.5554	101.0694
2010104_crc_metabolomics_urine_pos_40.Rda	2.286_101.0694	2.286	101.0694
2010104_crc_metabolomics_urine_pos_40.Rda	2.1157_101.0694	2.1157	101.0694
2010104_crc_metabolomics_urine_pos_40.Rda	4.0475_101.0696	4.0475	101.0696
2010104_crc_metabolomics_urine_pos_40.Rda	3.1287_101.0701	3.1287	101.0701
2010104_crc_metabolomics_urine_pos_40.Rda	1.3834_102.0371	1.3834	102.0371
2010104_crc_metabolomics_urine_pos_40.Rda	2.7158_102.0533	2.7158	102.0533
2010104_crc_metabolomics_urine_pos_40.Rda	2.1362_102.0539	2.1362	102.0539
2010104_crc_metabolomics_urine_pos_40.Rda	5.5885_102.0629	5.5885	102.0629
2010104_crc_metabolomics_urine_pos_40.Rda	5.4959_102.0632	5.4959	102.0632
2010104_crc_metabolomics_urine_pos_40.Rda	0.3036_102.0909	0.3036	102.0909
2010104_crc_metabolomics_urine_pos_40.Rda	0.3515_102.1258	0.3515	102.1258
2010104_crc_metabolomics_urine_pos_40.Rda	0.2505_102.9711	0.2505	102.9711
2010104_crc_metabolomics_urine_pos_40.Rda	4.0728_103.0368	4.0728	103.0368
2010104_crc_metabolomics_urine_pos_40.Rda	3.3664_103.0376	3.3664	103.0376
2010104_crc_metabolomics_urine_pos_40.Rda	3.8705_103.0377	3.8705	103.0377
2010104_crc_metabolomics_urine_pos_40.Rda	3.1006_103.0378	3.1006	103.0378
2010104_crc_metabolomics_urine_pos_40.Rda	5.606_103.0378	5.606	103.0378
2010104_crc_metabolomics_urine_pos_40.Rda	2.8187_103.0378	2.8187	103.0378
2010104_crc_metabolomics_urine_pos_40.Rda	2.5091_103.0379	2.5091	103.0379
2010104_crc_metabolomics_urine_pos_40.Rda	2.1107_103.0381	2.1107	103.0381
2010104_crc_metabolomics_urine_pos_40.Rda	4.3322_103.0383	4.3322	103.0383
2010104_crc_metabolomics_urine_pos_40.Rda	0.3105_103.0396	0.3105	103.0396
2010104_crc_metabolomics_urine_pos_40.Rda	0.5921_103.0527	0.5921	103.0527
2010104_crc_metabolomics_urine_pos_40.Rda	2.3356_103.0527	2.3356	103.0527
2010104_crc_metabolomics_urine_pos_40.Rda	3.6393_103.0534	3.6393	103.0534
2010104_crc_metabolomics_urine_pos_40.Rda	0.8017_103.0534	0.8017	103.0534
2010104_crc_metabolomics_urine_pos_40.Rda	0.6594_103.0535	0.6594	103.0535
2010104_crc_metabolomics_urine_pos_40.Rda	2.1971_104.0489	2.1971	104.0489
2010104_crc_metabolomics_urine_pos_40.Rda	3.1014_104.0492	3.1014	104.0492
2010104_crc_metabolomics_urine_pos_40.Rda	4.718_104.053	4.718	104.053
2010104_crc_metabolomics_urine_pos_40.Rda	0.3448_104.0692	0.3448	104.0692
2010104_crc_metabolomics_urine_pos_40.Rda	0.2989_104.1062	0.2989	104.1062
2010104_crc_metabolomics_urine_pos_40.Rda	5.3972_105.0328	5.3972	105.0328
2010104_crc_metabolomics_urine_pos_40.Rda	1.9483_105.0329	1.9483	105.0329
2010104_crc_metabolomics_urine_pos_40.Rda	6.4482_105.033	6.4482	105.033
2010104_crc_metabolomics_urine_pos_40.Rda	6.9976_105.0331	6.9976	105.0331
2010104_crc_metabolomics_urine_pos_40.Rda	6.0609_105.0336	6.0609	105.0336
2010104_crc_metabolomics_urine_pos_40.Rda	3.1481_105.0443	3.1481	105.0443
2010104_crc_metabolomics_urine_pos_40.Rda	5.523_105.0682	5.523	105.0682
2010104_crc_metabolomics_urine_pos_40.Rda	2.3407_105.0684	2.3407	105.0684
2010104_crc_metabolomics_urine_pos_40.Rda	2.8845_105.0684	2.8845	105.0684
2010104_crc_metabolomics_urine_pos_40.Rda	4.3113_105.0687	4.3113	105.0687
2010104_crc_metabolomics_urine_pos_40.Rda	4.8945_105.0688	4.8945	105.0688
2010104_crc_metabolomics_urine_pos_40.Rda	5.9682_105.0689	5.9682	105.0689
2010104_crc_metabolomics_urine_pos_40.Rda	1.8222_105.0693	1.8222	105.0693
2010104_crc_metabolomics_urine_pos_40.Rda	5.1819_105.0693	5.1819	105.0693
2010104_crc_metabolomics_urine_pos_40.Rda	5.316_105.0694	5.316	105.0694
2010104_crc_metabolomics_urine_pos_40.Rda	5.0363_105.0695	5.0363	105.0695
2010104_crc_metabolomics_urine_pos_40.Rda	4.7202_105.0697	4.7202	105.0697
2010104_crc_metabolomics_urine_pos_40.Rda	2.9708_105.0697	2.9708	105.0697
2010104_crc_metabolomics_urine_pos_40.Rda	2.6708_105.0697	2.6708	105.0697
2010104_crc_metabolomics_urine_pos_40.Rda	1.5232_106.0284	1.5232	106.0284
